"impianto","comune_ubicazione","provincia_ubicazione","rifiuto_trattato"
"JONICA SERVIZI S.R.L.","NOCI","BARI","20 03 01 - rifiuti urbani non differenziati"
"JONICA SERVIZI S.R.L.","NOCI","BARI","20 03 01 - rifiuti urbani non differenziati "
"JONICA SERVIZI S.R.L.","NOCI","BARI","20 03 01 - rifiuti urbani non differenziati  "
"JONICA SERVIZI S.R.L.","NOCI","BARI","20 03 03 - residui della pulizia stradale"
"JONICA SERVIZI S.R.L.","NOCI","BARI","20 03 03 - residui della pulizia stradale   "
"JONICA SERVIZI S.R.L.","NOCI","BARI","20 03 03 - residui della pulizia stradale  se avviati a recupero"
"LACASELLA METALLI SRL","CASTELLANA GROTTE","BARI","16 06 01 -  batterie al piombo"
"LACASELLA METALLI SRL","CASTELLANA GROTTE","BARI","16 06 01 -  batterie al piombo "
"LACASELLA METALLI SRL","CASTELLANA GROTTE","BARI","17 04 05 - ferro e acciaio"
"LACASELLA METALLI SRL","CASTELLANA GROTTE","BARI","17 04 11 - cavi, diversi da quelli di cui alla voce 17 04 10 "
"LACASELLA METALLI SRL","CASTELLANA GROTTE","BARI","20 01 40 - metallo "
"LACASELLA METALLI SRL","CASTELLANA GROTTE","BARI","20 03 07 - rifiuti ingombranti a recupero "
"LAERTINA SCAVI DI PAPAPIETRO COSIMO","LATERZA","TARANTO","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06"
"LAERTINA SCAVI DI PAPAPIETRO COSIMO","LATERZA","TARANTO","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"LAERTINA SCAVI DI PAPAPIETRO COSIMO","LATERZA","TARANTO","20 01 11 - prodotti tessili "
"LA FERROSA S.N.C.","LECCE","LECCE","17 04 05 - ferro e acciaio"
"LA FERROSA S.N.C.","LECCE","LECCE","20 01 40 - metallo "
"L.A.F.F. CIPRIANO DI CIPRIANO BAMBINA LETIZIA","SAN GIOVANNI ROTONDO","BARI","20 03 03 - residui della pulizia stradale  se avviati a recupero"
"LA NUOVA RACCOLTA E TRASPORTO DI TISTI TOMMASO","CAPURSO","BARI","20 01 40 - metallo "
"LA PUGLIA RECUPERO S.R.L. - AUTODEMOLIZAIONE SAN PIO","FOGGIA","FOGGIA","20 01 39 - plastica "
"LA PUGLIA RECUPERO S.R.L. - MARINO PASQUALE","FOGGIA","FOGGIA","17 04 05 - ferro e acciaio"
"LA PUGLIA RECUPERO S.R.L. - MATTEO SPAGNUOLO S.N.C.","FOGGIA","FOGGIA","15 01 01 - imballaggi in carta e cartone "
"LA PUGLIA RECUPERO S.R.L. - MATTEO SPAGNUOLO S.N.C.","FOGGIA","FOGGIA","15 01 02 - imballaggi in plastica "
"LA PUGLIA RECUPERO S.R.L. - MATTEO SPAGNUOLO S.N.C.","FOGGIA","FOGGIA","15 01 03 - imballaggi in legno "
"LA PUGLIA RECUPERO S.R.L. - MATTEO SPAGNUOLO S.N.C.","FOGGIA","FOGGIA","20 01 01 - carta e cartone "
"LA PUGLIA RECUPERO S.R.L. - RICICLA S.R.L.","FOGGIA","FOGGIA","15 01 01 - imballaggi in carta e cartone "
"LA PUGLIA RECUPERO S.R.L. - RICICLA S.R.L.","FOGGIA","FOGGIA","20 01 01 - carta e cartone "
"LA PUGLIA RECUPERO S.R.L. - RUSSO GIUSEPPE E C. S.R.L.","FOGGIA","FOGGIA","15 01 01 - imballaggi in carta e cartone "
"LA PUGLIA RECUPERO S.R.L. - RUSSO GIUSEPPE E C. S.R.L.","FOGGIA","FOGGIA","15 01 02 - imballaggi in plastica "
"LA PUGLIA RECUPERO S.R.L. - RUSSO GIUSEPPE E C. S.R.L.","FOGGIA","FOGGIA","16 01 03 - pneumatici fuori uso "
"LA PUGLIA RECUPERO S.R.L. - RUSSO GIUSEPPE E C. S.R.L.","FOGGIA","FOGGIA","16 01 19 - plastica"
"LA PUGLIA RECUPERO S.R.L. - RUSSO GIUSEPPE E C. S.R.L.","FOGGIA","FOGGIA","17 06 04 - materiali isolanti diversi da quelli di cui alle voci 17 06 01 e 17 06 03"
"LA PUGLIA RECUPERO S.R.L. - RUSSO GIUSEPPE E C. S.R.L.","FOGGIA","FOGGIA","20 01 01 - carta e cartone "
"LA PUGLIA RECUPERO S.R.L. - RUSSO GIUSEPPE E C. S.R.L.","FOGGIA","FOGGIA","20 01 02 - vetro "
"LA PUGLIA RECUPERO S.R.L. - RUSSO GIUSEPPE E C. S.R.L.","FOGGIA","FOGGIA","20 01 11 - prodotti tessili "
"LA PUGLIA RECUPERO S.R.L. - RUSSO GIUSEPPE E C. S.R.L.","FOGGIA","FOGGIA","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"LA PUGLIA RECUPERO S.R.L. - RUSSO GIUSEPPE E C. S.R.L.","FOGGIA","FOGGIA","20 01 39 - plastica "
"LA PUGLIA RECUPERO S.R.L. - RUSSO GIUSEPPE E C. S.R.L.","FOGGIA","FOGGIA","20 03 07 - rifiuti ingombranti a recupero "
"LA PUGLIA RECUPERO S.R.L. - TECNECO S.R.L.","FOGGIA","FOGGIA","15 01 01 - imballaggi in carta e cartone "
"LA PUGLIA RECUPERO S.R.L. - TECNECO S.R.L.","FOGGIA","FOGGIA","15 01 02 - imballaggi in plastica "
"LA PUGLIA RECUPERO S.R.L. - TECNECO S.R.L.","FOGGIA","FOGGIA","20 01 01 - carta e cartone "
"LA PUGLIA RECUPERO S.R.L. - TECNECO S.R.L.","FOGGIA","FOGGIA","20 03 03 - residui della pulizia stradale"
"LA PUGLIA RECUPERO S.R.L. - TRED SUD S.R.L.","FOGGIA","FOGGIA","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","00 00 00 - Altro - Non specificato"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","00 00 10 - vetro/metallo
"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","12 01 05 - limatura e trucioli di materiali plastici "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","15 01 01 - imballaggi in carta e cartone"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","15 01 01 - imballaggi in carta e cartone "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","15 01 02 - imballaggi in plastica "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","15 01 03 - imballaggi in legno "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","15 01 04 - imballaggi metallici "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","15 01 06 - imballaggi in materiali misti "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","15 01 07 - imballaggi in vetro "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","16 01 03 - pneumatici fuori uso"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","16 01 03 - pneumatici fuori uso "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","16 01 04 -  veicoli fuori uso"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","16 01 19 - plastica"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","16 02 11 -  apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","16 02 14 - apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","16 02 14 - apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13 "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","17 02 03 - plastica"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","17 04 02 - alluminio "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","17 04 05 - ferro e acciaio"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","19 12 12 - altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico dei rifiuti, diversi da quelli di cui alla voce 19 12 11"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 01 - carta e cartone"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 01 - carta e cartone "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 02 - vetro "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 08 - rifiuti biodegradabili di cucine e mense"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 10 - abbigliamento "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 11 - prodotti tessili"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 11 - prodotti tessili "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 21 - tubi fluorescenti ed altri rifiuti contenenti mercurio"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31 "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 37 -  legno, contenente sostanze pericolose"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 39 - plastica "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 01 40 - metallo "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 02 01 - rifiuti biodegradabili "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 03 01 - rifiuti urbani non differenziati "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 03 01 - rifiuti urbani non differenziati  "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 03 03 - residui della pulizia stradale"
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 03 07 - rifiuti ingombranti a recupero "
"LA PUGLIA RECUPERO S.R.L. - VIA ASCOLI SATRIANO, LOCALITÀ POSTICCHIO DEL SALICE","FOGGIA","FOGGIA","20 03 07 - rifiuti ingombranti a smaltimento "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","00 00 00 - Altro - Non specificato"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","00 00 01 -  vetro/plastica/metallo
"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","00 00 10 - vetro/metallo
"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","02 01 04 - rifiuti plastici (ad esclusione degli imballaggi)"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","15 01 01 - imballaggi in carta e cartone "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","15 01 02 - imballaggi in plastica"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","15 01 02 - imballaggi in plastica "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","15 01 03 - imballaggi in legno "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","15 01 04 - imballaggi metallici "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","15 01 06 - imballaggi in materiali misti "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","15 01 07 - imballaggi in vetro"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","15 01 07 - imballaggi in vetro "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","16 01 03 - pneumatici fuori uso"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","16 01 03 - pneumatici fuori uso "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","16 01 19 - plastica"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","16 01 19 - plastica "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","16 02 14 - apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","17 02 03 - plastica"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","17 04 02 - alluminio "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","17 04 05 - ferro e acciaio"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","17 04 05 - ferro e acciaio "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 01 - carta e cartone"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 01 - carta e cartone "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 02 - vetro "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 08 - rifiuti biodegradabili di cucine e mense"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 08 - rifiuti biodegradabili di cucine e mense "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 10 - abbigliamento "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 11 - prodotti tessili "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 21 - tubi fluorescenti ed altri rifiuti contenenti mercurio"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 28 - vernici, inchiostri, adesivi e resine diversi da quelli di cui alla voce 20 01 27 "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 30 - detergenti diversi da quelli di cui alla voce 20 01 29 "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31 "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 37 -  legno, contenente sostanze pericolose"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 39 - plastica"
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 39 - plastica "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 01 40 - metallo "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 02 01 - rifiuti biodegradabili "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 03 01 - rifiuti urbani non differenziati  "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 03 07 - rifiuti ingombranti a recupero "
"LA PUGLIA RECUPERO S.R.L. - VIALE DEGLI AVIATORI, KM. 2,500","FOGGIA","FOGGIA","20 03 07 - rifiuti ingombranti a smaltimento "
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","15 00 00 - Rifiuti di imballaggio, assorbenti, stracci, materiali filtranti e indumenti protettivi (non specificati altrimenti)"
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","15 01 01 - imballaggi in carta e cartone "
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","15 01 02 - imballaggi in plastica "
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","15 01 03 - imballaggi in legno "
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","15 01 06 - imballaggi in materiali misti "
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","17 02 03 - plastica"
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","20 01 01 - carta e cartone "
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","20 01 11 - prodotti tessili "
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","20 01 39 - plastica "
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","20 01 40 - metallo "
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","20 02 01 - rifiuti biodegradabili "
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","20 03 01 - rifiuti urbani non differenziati "
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","20 03 07 - rifiuti ingombranti a recupero "
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL","BARLETTA","BARLETTA ANDRIA TRANI","20 03 07 - rifiuti ingombranti a smaltimento "
"LA RECUPERO MACERO DI DEFAZIO NICOLA & C. S.R.L. - A.S.M. MOLFETTA","BARLETTA","BARLETTA ANDRIA TRANI","15 01 02 - imballaggi in plastica "
"LA RECUPERO MACERO DI DE FAZIO NICOLA & C. SRL - TRA.SMA.R. S.A.S.","BARLETTA","BARLETTA ANDRIA TRANI","20 01 01 - carta e cartone "
"LA RECUPERO MACERO DI DEFAZIO NICOLA & C. S.R.L. - TRA.SMA.R. S.A.S.","BARLETTA","BARLETTA ANDRIA TRANI","20 03 07 - rifiuti ingombranti a recupero "
"LA RECUPERO MACERO S.R.L. - RECUPERI PUGLIESI S.R.L.","BARLETTA","BARLETTA ANDRIA TRANI","04 01 09 - rifiuti delle operazioni di confezionamento e finitura "
"LA RECUPERO MACERO S.R.L. - RECUPERI PUGLIESI S.R.L.","BARLETTA","BARLETTA ANDRIA TRANI","15 01 06 - imballaggi in materiali misti "
"LA SOLIDALE - SOCIETA' COOPERATIVA SOCIALE","TORREMAGGIORE","FOGGIA","20 01 10 - abbigliamento "
"LAVECO S.R.L.","CERIGNOLA","FOGGIA","08 01 11 -  pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose"
"LAVECO S.R.L.","CERIGNOLA","FOGGIA","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17"
"LAVECO S.R.L.","CERIGNOLA","FOGGIA","15 01 11 -  imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi i contenitori a pressione vuoti "
